Building ID,Market,Street Address,City,State,Postal Code,Latitude,Longitude,On Zayo Network Status,Net Classification,Type,Network Proximity,Estimated Build Cost
Bldg-141015,Denver,500 E 84th Ave,Denver,CO,80229,39.8475236,-104.9804552,Not on Zayo Network,Fiber Only,Clinic,497.42,34783.9
Bldg-141884,Denver,10955 Westmoor Dr,Westminster,CO,80021,39.899484,-105.121096,Not on Zayo Network,On-Net,Office - Single Tenant,301.6,25972
Bldg-141021,Dallas,Alliance Gateway Fwy & Independence Pkwy,Fort Worth,TX,76177,32.9852953,-97.2515386,On Zayo Network,Fiber Only,Splice Point,119.86,19191.6
Bldg-141880,Dallas,2801 Summit Ave,Plano,TX,75074,33.0104423,-96.6772606,Not on Zayo Network,On-Net,Office - Multi Tenant,200.16,24009.6
Bldg-141909,Atlanta,1356 Atlantic Ave,Marietta,GA,30069,33.9232389,-84.5220842,On Zayo Network,On-Net,Federal Government,2838.33,78119.92
Bldg-141052,Atlanta,61 Forsyth St SW,Atlanta,GA,30303,33.7534749,-84.3929595,Not on Zayo Network,Fiber Only,Federal Government,37.34,11120.2
Bldg-141063,Denver,1255 19th St,Denver,CO,80202,39.7521796,-104.9930674,Not on Zayo Network,Fiber Only,Office - Multi Tenant,567.42,29422.6
Bldg-141087,Dallas,1201 Avenue H E,Grand Prairie,TX,75050,32.7619639,-97.044733,Not on Zayo Network,On-Net,Office - Single Tenant,31.7,13902
Bldg-141097,Denver,100 Steele St,Denver,CO,80206,39.717992,-104.949462,Not on Zayo Network,Fiber Only,Office - Multi Tenant,559.93,29197.9
Bldg-141099,Denver,13655 E Broncos Pkwy,Englewood,CO,80112,39.578826,-104.830782,Build in Progress,Fiber Only,Office - Single Tenant,310.44,26369.8
Bldg-141143,Denver,7313 W Alaska Dr,Denver,CO,80226,39.709713,-105.078376,Not on Zayo Network,Type 2,Retail - Single Tenant,817.23,36916.9
Bldg-141148,Denver,1312 17th St,Denver,CO,80202,39.7503306,-104.9964722,Not on Zayo Network,On-Net,Zayo POP,128.63,18188.35
Bldg-141170,Dallas,1111 Freeport Pkwy,Coppell,TX,75019,32.94161,-97.01155,Not on Zayo Network,Fiber Only,Office - Multi Tenant,451.34,39080.4
Bldg-141179,Atlanta,2707 Paces Ferry Rd NW,Atlanta,GA,30327,33.8484043,-84.4323275,Not on Zayo Network,On-Net,Office - Single Tenant,668.53,26044.72
Bldg-141183,Dallas,5151 Samuell Blvd,Dallas,TX,75228,32.7930487,-96.7103332,Not on Zayo Network,Fiber Only,Office - Multi Tenant,191.59,23495.4
Bldg-141987,Dallas,14100 Park Vista Blvd,Fort Worth,TX,76177,32.9782659,-97.2611845,Build in Progress,On-Net,Neutral Data Center,369.78,34186.8
Bldg-141992,Denver,9155 E Nichols Ave,Englewood,CO,80112,39.5726025,-104.8825574,Not on Zayo Network,On-Net,Office - Multi Tenant,880.58,38817.4
Bldg-141994,Denver,9200 E Mineral Ave,Englewood,CO,80112,39.573636,-104.882188,Not on Zayo Network,On-Net,Office - Multi Tenant,516.3,27889
Bldg-141981,Dallas,8650 Freeport Pkwy,Irving,TX,75063,32.9249521,-97.0122749,On Zayo Network,Fiber Only,Office - Multi Tenant,1045.92,38148
Bldg-142017,Denver,210 Beaver Brook Canyon Rd,Evergreen,CO,80439,39.718029,-105.4081386,Not on Zayo Network,Fiber Only,Office - Multi Tenant,58968.83,1781464.9
Bldg-142029,Denver,7150 Montview Blvd,Denver,CO,80220,39.7474317,-104.9051639,Not on Zayo Network,On-Net,College/University,39.94,14197.3
Bldg-142024,Denver,4905 Lima St,Denver,CO,80239,39.785516,-104.857144,Not on Zayo Network,Fiber Only,Office - Multi Tenant,1170.95,47528.5
Bldg-142051,Atlanta,Alpharetta Hwy & Windward Pkwy Alpharetta,Alpharetta,GA,30004,34.095592,-84.275164,On Zayo Network,Fiber Only,Splice Point,1111.21,36669.04
Bldg-142057,Dallas,5200 Legacy Dr,Plano,TX,75024,33.074195,-96.8042666,On Zayo Network,On-Net,Office - Single Tenant,1965.96,61149
Bldg-142041,Atlanta,3091 Goveners Lake Pkwy,Norcross,GA,30071,33.93697,-84.251808,Not on Zayo Network,Fiber Only,Office - Multi Tenant,3978.53,105484.72
Bldg-142081,Atlanta,993 Johnson Ferry Rd Bldg D,Atlanta,GA,30342,33.9075131,-84.3552952,On Zayo Network,Fiber Only,Office - Multi Tenant,683.37,26400.88
Bldg-142807,Atlanta,Alpharetta Hwy & Mansell Pt,Roswell,GA,30076,34.042808,-84.341206,On Zayo Network,Fiber Only,Splice Point,6.84,10205.2
Bldg-142808,Dallas,1000 Klein Rd,Plano,TX,75074,33.011263,-96.668058,Not on Zayo Network,Fiber Only,Office - Multi Tenant,706.18,29654.5
Bldg-142811,Atlanta,Executive Park Dr NE & Executive Park S,Atlanta,GA,30329,33.8280707,-84.3384457,Build in Progress,Fiber Only,Splice Point,19.12,10573.6
Bldg-142127,Dallas,1666 Firman Dr,Richardson,TX,75081,32.969349,-96.711237,Not on Zayo Network,Fiber Only,Office - Multi Tenant,524.2,25105
Bldg-142834,Denver,321 Inverness Dr S,Englewood,CO,80112,39.5649816,-104.8587008,Not on Zayo Network,On-Net,Office - Multi Tenant,278.43,24929.35
Bldg-142842,Dallas,3030 Taylor St,Dallas,TX,75226,32.782216,-96.779515,Not on Zayo Network,Fiber Only,Office - Multi Tenant,589.2,26730
Bldg-142883,Dallas,600 E John Carpenter Fwy,Irving,TX,75062,32.8568376,-96.9327339,Not on Zayo Network,Fiber Only,Office - Multi Tenant,107.82,18469.2
Bldg-142128,Atlanta,3051 Clairmont Rd,Atlanta,GA,30329,33.846835,-84.315375,Not on Zayo Network,On-Net,Office - Single Tenant,394.09,21822.7
Bldg-142915,Dallas,1601 N Collins Blvd,Richardson,TX,75080,32.9701122,-96.7240246,Not on Zayo Network,Fiber Only,Office - Multi Tenant,589.82,26745.5
Bldg-142907,Atlanta,2821 Spring Rd SE,Atlanta,GA,30339,33.8838701,-84.4753673,Not on Zayo Network,On-Net,Office - Multi Tenant,40.69,11220.7
Bldg-142917,Denver,E Arapahoe Road & South Quebec St,Centennial,CO,80111,39.5951245,-104.904225,On Zayo Network,Fiber Only,Splice Point,35.38,13992.1
Bldg-142910,Dallas,1177 Rockingham Ln,Richardson,TX,75080,32.9644068,-96.7412169,Not on Zayo Network,Fiber Only,Office - Multi Tenant,5236.3,142907.5
Bldg-142912,Denver,9100 Commerce Center Dr,Littleton,CO,80129,39.548681,-105.033955,Not on Zayo Network,On-Net,Private Data Center,2593.8,90214
Bldg-142137,Denver,5030 Nome St,Denver,CO,80239,39.7888736,-104.8524341,Not on Zayo Network,Fiber Only,Office - Multi Tenant,2397.59,84327.7
Bldg-142149,Atlanta,1550 Peachtree St NE,Atlanta,GA,30309,33.7964489,-84.388502,Not on Zayo Network,On-Net,Office - Multi Tenant,145.37,14361.1
Bldg-142169,Atlanta,Peachtree Dunwoody Rd NE & Lake Hearn Dr NE,Atlanta,GA,30342,33.9125226,-84.3527657,On Zayo Network,Fiber Only,Splice Point,32.47,10974.1
Bldg-142174,Atlanta,2486 Peterson Pl NW,Norcross,GA,30071,33.9360152,-84.2257195,Not on Zayo Network,Fiber Only,Private Data Center,1521.69,46520.56
Bldg-142955,Denver,W Colfax & Cottonwood Ln,Denver,CO,80204,39.7396581,-105.0095183,On Zayo Network,Fiber Only,Splice Point,4.06,12582.7
Bldg-142177,Atlanta,2529 J O Stephenson Ave,Kennesaw,GA,30144,34.0234143,-84.6165294,Not on Zayo Network,Fiber Only,Office - Single Tenant,4203.99,110895.76
Bldg-142183,Atlanta,1880 McFarland Pkwy,Alpharetta,GA,30005,34.10325,-84.219037,Not on Zayo Network,Fiber Only,Office - Multi Tenant,658.81,25811.44
Bldg-142639,Atlanta,1901 Riverside Pkwy,Douglasville,GA,30135,33.7122495,-84.6343919,Not on Zayo Network,Fiber Only,Office - Multi Tenant,7776.24,196629.76
Bldg-142678,Dallas,14600 Trinity Blvd,Fort Worth,TX,76155,32.82148,-97.0509378,Not on Zayo Network,On-Net,Office - Multi Tenant,247.51,26850.6
Bldg-142679,Atlanta,1 Depot St,Marietta,GA,30060,33.952776,-84.5508185,Not on Zayo Network,On-Net,Office - Multi Tenant,478.27,24348.1
Bldg-142990,Denver,5800 DTC Pkwy,Englewood,CO,80111,39.611744,-104.890388,Not on Zayo Network,Fiber Only,Office - Multi Tenant,340.02,27700.9
Bldg-142982,Dallas,5500 Southwestern Medical Ave,Dallas,TX,75235,32.8126744,-96.8467418,Not on Zayo Network,Fiber Only,College/University,416.77,37006.2
Bldg-142996,Denver,1920 17th St,Denver,CO,80202,39.754307,-105.0022318,Not on Zayo Network,Fiber Only,Residential - Multi Tenant,517.96,27938.8
Bldg-142997,Denver,2020 Lawrence St,Denver,CO,80205,39.752405,-104.991057,Not on Zayo Network,Fiber Only,Office - Multi Tenant,223.72,22467.4
Bldg-142721,Denver,1900 Pearl St,Denver,CO,80203,39.746883,-104.979862,Not on Zayo Network,Fiber Only,Office - Multi Tenant,11.74,12928.3
Bldg-143074,Atlanta,Cobb Pkwy N & Allgood Rd,Marietta,GA,30062,33.967782,-84.536171,On Zayo Network,Fiber Only,Splice Point,0.14,10004.2
Bldg-143056,Atlanta,Fulton Industrial Blvd & Westgate Pkwy,Atlanta,GA,30331,33.708256,-84.594186,On Zayo Network,Fiber Only,Splice Point,13.91,10417.3
Bldg-143096,Atlanta,S Marietta PKWY & Cobb PKWY,Marietta,GA,30064,33.941822,-84.5161,On Zayo Network,Fiber Only,Pole,3.38,10101.4
Bldg-143057,Atlanta,Riverside Pkwy & Thornton Rd,Lithia Springs,GA,30122,33.744617,-84.582528,On Zayo Network,Fiber Only,Splice Point,6.83,10204.9
Bldg-143084,Atlanta,Woodland Brook Dr SE & Farmington Dr SE,Atlanta,GA,30339,33.84972,-84.470051,On Zayo Network,Fiber Only,Pole,0.04,10001.2
Bldg-143058,Atlanta,Avon Ave SW & Allene Ave SW,Atlanta,GA,30310,33.722014,-84.413489,On Zayo Network,Fiber Only,Splice Point,4.25,10127.5
Bldg-143064,Atlanta,Browns Mill Rd & Crown Rd SE,Atlanta,GA,30354,33.65154,-84.394011,On Zayo Network,Fiber Only,Splice Point,0.26,10007.8
Bldg-143059,Atlanta,Main St & Connally Dr,Atlanta,GA,30344,33.68471,-84.440108,On Zayo Network,Fiber Only,Splice Point,0.04,10001.2
Bldg-143066,Atlanta,14th St NW & W Peachtree St NW,Atlanta,GA,30309,33.786739,-84.387925,On Zayo Network,Fiber Only,Splice Point,0.56,10016.8
Bldg-143065,Atlanta,Browns Mill Rd & Southside Industrial Pkwy,Atlanta,GA,30354,33.653741,-84.393131,On Zayo Network,Fiber Only,Splice Point,43.47,11304.1
Bldg-143060,Atlanta,Best Rd & W Point Ave,College Park,GA,30337,33.639288,-84.457804,On Zayo Network,Fiber Only,Splice Point,0.29,10008.7
Bldg-143067,Atlanta,McDaniel St SW & Whitehall St SW,Atlanta,GA,30303,33.744522,-84.403376,On Zayo Network,Fiber Only,Splice Point,93.01,12790.3
Bldg-143061,Atlanta,Yates Rd & Roosevelt Hwy,Atlanta,GA,30337,33.623521,-84.486675,On Zayo Network,Fiber Only,Splice Point,0.01,10000.3
Bldg-143068,Atlanta,Woodland Brook Dr & S Elizabeth Ln,Atlanta,GA,30339,33.842517,-84.471071,On Zayo Network,Fiber Only,Pole,0.03,10000.9
Bldg-143112,Atlanta,N Fairground St AND Freyer Dr,Marietta,GA,30062,33.963878,-84.537614,On Zayo Network,Fiber Only,Splice Point,3.07,10092.1
Bldg-143062,Atlanta,Yates Rd & Hathcock Rd,Atlanta,GA,30337,33.627129,-84.487652,On Zayo Network,Fiber Only,Splice Point,0.19,10005.7
Bldg-143069,Atlanta,Old Hwy 41 NW & Grist Lake Rd,Kennesaw,GA,30144,34.01163,-84.607326,On Zayo Network,Fiber Only,Pole,0.24,10007.2
Bldg-143099,Atlanta,Conrad Ave & Old Dixie Hwy,Forest Park,GA,30297,33.62989,-84.385464,On Zayo Network,Fiber Only,Splice Point,0.29,10008.7
Bldg-143063,Atlanta,Cascade Rd & Centra Villa Dr,Atlanta,GA,30311,33.722019,-84.452197,On Zayo Network,Fiber Only,Splice Point,1.9,10057
Bldg-143070,Atlanta,Big Shanty Rd NW & Chastain Rd NW,Kennesaw,GA,30144,34.030051,-84.583815,On Zayo Network,Fiber Only,Pole,0.31,10009.3
Bldg-143071,Atlanta,Canton Rd & Sawyer Rd,Marietta,GA,30062,33.988001,-84.531736,On Zayo Network,Fiber Only,Splice Point,0.25,10007.5
Bldg-143072,Atlanta,Riverside Pkwy & Aquila Way,Lithia Springs,GA,30122,33.746583,-84.582008,On Zayo Network,Fiber Only,Splice Point,4.52,10135.6
Bldg-143079,Atlanta,Anderson Circle SW & Spring St,Smyrna,GA,30080,33.883588,-84.506432,On Zayo Network,Fiber Only,Splice Point,0.21,10006.3
Bldg-143073,Atlanta,Thornton Rd & Riverside Pkwy,Lithia Springs,GA,30122,33.744567,-84.582269,On Zayo Network,Fiber Only,Splice Point,2.38,10071.4
Bldg-143106,Atlanta,Riverside Pkw & The Bluffs,Austell,GA,30168,33.763297,-84.562503,On Zayo Network,Fiber Only,Splice Point,8.61,10258.3
Bldg-143080,Atlanta,Cobb Pkwy & Spring Rd SE,Smyrna,GA,30080,33.886114,-84.472065,On Zayo Network,Fiber Only,Splice Point,0.01,10000.3
Bldg-143075,Atlanta,St Joseph Way & Radium St,Marietta,GA,30060,33.96398,-84.554267,On Zayo Network,Fiber Only,Pole,0.19,10005.7
Bldg-143081,Atlanta,Corley Dr SE & Oakdale Rd SE,Mableton,GA,30126,33.811882,-84.504199,On Zayo Network,Fiber Only,Splice Point,0.06,10001.8
Bldg-143076,Atlanta,Discovery Blvd & Mableton Pkwy SE,Mableton,GA,30126,33.780991,-84.53594,On Zayo Network,Fiber Only,Splice Point,0.03,10000.9
Bldg-143082,Atlanta,Church Rd SE & S Cobb Dr,Smyrna,GA,30080,33.830373,-84.491677,On Zayo Network,Fiber Only,Pole,0.3,10009
Bldg-143077,Atlanta,S Marietta Pkwy & Atlanta St,Marietta,GA,30062,33.947722,-84.548208,On Zayo Network,Fiber Only,Pole,2.46,10073.8
Bldg-143083,Atlanta,Woodland Brook Dr SE & Bakers Farm Rd SE,Atlanta,GA,30339,33.847292,-84.470927,On Zayo Network,Fiber Only,Pole,1.11,10033.3
Bldg-143078,Atlanta,Mableton Pkwy SE & Lee Industrial Blvd,Mableton,GA,30126,33.780778,-84.53731,On Zayo Network,Fiber Only,Splice Point,0.24,10007.2
Bldg-143085,Atlanta,Paces Ferry Rd SE & Mountain St,Atlanta,GA,30339,33.866289,-84.46586,On Zayo Network,Fiber Only,Pole,0.01,10000.3
Bldg-143086,Atlanta,East-West Connector & Austell Rd,Austell,GA,30106,33.853923,-84.603213,On Zayo Network,Fiber Only,Pole,2.68,10080.4
Bldg-143092,Atlanta,Gresham Rd & Cobb Pkwy SE,Marietta,GA,30060,33.953309,-84.521827,On Zayo Network,Fiber Only,Splice Point,36.11,11083.3
Bldg-143103,Atlanta,Riverside Pkwy & Aquila Way,Lithia Springs,GA,30122,33.745422,-84.582228,On Zayo Network,Fiber Only,Splice Point,0.2,10006
Bldg-143087,Atlanta,Allgood Rd & Cobb Pkwy N,Marietta,GA,30062,33.9676365,-84.5364905,On Zayo Network,Fiber Only,Splice Point,0.58,10017.4
Bldg-143093,Atlanta,Riverwood Pkwy & Cobb Pkwy,Atlanta,GA,30339,33.878701,-84.458128,On Zayo Network,Fiber Only,Pole,0.14,10004.2
Bldg-143088,Atlanta,N Church Ln Se & Bridlewood Dr,Smyrna,GA,30080,33.835344,-84.482009,On Zayo Network,Fiber Only,Pole,0.09,10002.7
Bldg-143094,Atlanta,Gramling St SE & West Atlanta St SE,Marietta,GA,30008,33.940356,-84.545221,On Zayo Network,Fiber Only,Pole,0.14,10004.2
Bldg-143089,Atlanta,Spring St & Mimosa Circle,Smyrna,GA,30080,33.8836235,-84.5127246,On Zayo Network,Fiber Only,Pole,14.89,10446.7
Bldg-143095,Atlanta,Aviation Rd & S Park Dr,Marietta,GA,30060,33.944859,-84.527886,On Zayo Network,Fiber Only,Pole,54.58,11637.4
Bldg-143090,Atlanta,Powder Springs St & Anderson St,Marietta,GA,30060,33.950993,-84.550108,On Zayo Network,Fiber Only,Splice Point,9.1,10273
Bldg-143097,Atlanta,Cobb Pkwy & Riverwood Pkwy,Atlanta,GA,30339,33.878796,-84.457714,On Zayo Network,Fiber Only,Pole,0.26,10007.8
Bldg-143110,Atlanta,Fairgaqte Rd & Chestnuthill,Marietta,GA,30064,33.934586,-84.559236,On Zayo Network,Fiber Only,Splice Point,3.28,10098.4
Bldg-143091,Atlanta,Powder Springs St & W Gramling St,Marietta,GA,30064,33.940469,-84.552465,On Zayo Network,Fiber Only,Splice Point,0.12,10003.6
Bldg-143098,Atlanta,Spring Rd SE & Cobb Pkwy,Smyrna,GA,30080,33.886106,-84.471988,On Zayo Network,Fiber Only,Splice Point,0.07,10002.1
Bldg-143100,Atlanta,Old National Hwy & Sullivan Rd,College Park,GA,30337,33.624662,-84.475004,On Zayo Network,Fiber Only,Splice Point,0.26,10007.8
Bldg-143109,Atlanta,Mableton Pkwy SE & Discovery Blvd,Mableton,GA,30126,33.781019,-84.536022,On Zayo Network,Fiber Only,Splice Point,9.18,10275.4
Bldg-143101,Atlanta,Southpoint Dr & Conrad Ave,Forest Park,GA,30297,33.630586,-84.38434,On Zayo Network,Fiber Only,Splice Point,0.26,10007.8
Bldg-143111,Atlanta,Wilson Mill Rd & Boulder Park Dr,Atlanta,GA,30331,33.74735,-84.5182,On Zayo Network,Fiber Only,Splice Point,6.98,10209.4
Bldg-143118,Atlanta,Joseph E Boone Blvd & Joseph E Lowery Blvd NW,Atlanta,GA,30314,33.763581,-84.417536,On Zayo Network,Fiber Only,Splice Point,0.7,10021
Bldg-143102,Atlanta,Oakdale Rd SE & Oak Dr,Smyrna,GA,30080,33.827161,-84.495085,On Zayo Network,Fiber Only,Pole,0.02,10000.6
Bldg-143113,Atlanta,Discovery Blvd & Castle Lake Dr,Mableton,GA,30126,33.788679,-84.524491,On Zayo Network,Fiber Only,Splice Point,0.84,10025.2
Bldg-143104,Atlanta,Riverside Pkwy & Aquila Way,Lithia Springs,GA,30122,33.744953,-84.582125,On Zayo Network,Fiber Only,Splice Point,0.31,10009.3
Bldg-143114,Atlanta,Highlands Pkwy SE & Lake Ridge Dr SE,Smyrna,GA,30082,33.828158,-84.503483,On Zayo Network,Fiber Only,Splice Point,3.51,10105.3
Bldg-143105,Atlanta,Riverside Pkwy & Aquila Way,Lithia Springs,GA,30122,33.747397,-84.581561,On Zayo Network,Fiber Only,Splice Point,0.55,10016.5
Bldg-143115,Atlanta,Lake Ridge Dr SE & Highlands Pkwy SE,Smyrna,GA,30082,33.828422,-84.503597,On Zayo Network,Fiber Only,Splice Point,0.05,10001.5
Bldg-143107,Atlanta,Lee Industrial Blvd & Rowland Dr,Austell,GA,30168,33.77575,-84.541406,On Zayo Network,Fiber Only,Splice Point,2.57,10077.1
Bldg-143116,Atlanta,Atlanta Rd SE  & Spring St SE,Smyrna,GA,30080,33.88367,-84.514152,On Zayo Network,Fiber Only,Splice Point,0.29,10008.7
Bldg-143117,Atlanta,Lee St SW & Donnelly Ave SW,Atlanta,GA,30310,33.727196,-84.417409,On Zayo Network,Fiber Only,Splice Point,0.14,10004.2
Bldg-143119,Atlanta,Jefferson St NW & Joseph E Lowery Blvd NW,Atlanta,GA,30318,33.775581,-84.417459,On Zayo Network,Fiber Only,Splice Point,0.01,10000.3
Bldg-143120,Atlanta,Walton St NW & Fairlie St NW,Atlanta,GA,30303,33.756346,-84.39081,On Zayo Network,Fiber Only,Splice Point,3.53,10105.9
Bldg-143132,Atlanta,1266 Hwy 515,Jasper,GA,30143,34.4460895,-84.4472864,Not on Zayo Network,On-Net,Hospital,136752.2,3292052.8
Bldg-142761,Denver,751 Billings St,Aurora,CO,80011,39.728327,-104.82297,On Zayo Network,Restricted,Cell Site,720.46,34013.8
Bldg-142765,Dallas,2100 N Greenville Ave,Richardson,TX,75082,32.978158,-96.7077531,Not on Zayo Network,Fiber Only,Office - Multi Tenant,145.8,20748
Bldg-143147,Atlanta,1595 County Services Pkwy SW,Marietta,GA,30008,33.9156232,-84.5815822,Not on Zayo Network,On-Net,Local/State Government,88.73,12661.9
Bldg-143154,Dallas,2871 Telecom Pkwy,Richardson,TX,75082,32.9907989,-96.6533952,Not on Zayo Network,On-Net,Office - Single Tenant,4390.15,121753.75
Bldg-143161,Dallas,5420 Lyndon B Johnson Fwy,Dallas,TX,75240,32.9231871,-96.8177144,On Zayo Network,Restricted,Office - Multi Tenant,2537.77,75444.25
Bldg-143181,Dallas,306 Airline Dr,Coppell,TX,75019,32.945156,-96.9997659,Not on Zayo Network,Fiber Only,Office - Single Tenant,562.93,26073.25
Bldg-143190,Dallas,Royal Ln & Macarthur Blvd,Irving,TX,75039,32.8960491,-96.9586372,Not on Zayo Network,Fiber Only,Splice Point,76.61,16596.6
Bldg-144253,Dallas,HWY 170 & Haslet-Roanoke Rd,Fort Worth,TX,76177,32.97716,-97.263524,Not on Zayo Network,Fiber Only,Splice Point,354.35,33261
Bldg-144258,Atlanta,Paces Ferry Rd SE & New Paces Ferry Rd SE,Atlanta,GA,30339,33.86152,-84.46226,On Zayo Network,Fiber Only,Splice Point,18.48,10554.4
Bldg-144257,Atlanta,Riverdale Rd & Lake Regency,Atlanta,GA,30349,33.599438,-84.429078,On Zayo Network,Fiber Only,Splice Point,788.56,28925.44
Bldg-144272,Denver,33070 CO 36,Watkins,CO,80137,39.747036,-104.581345,On Zayo Network,Restricted,Cell Site,63.53,15258.85
Bldg-144271,Atlanta,Encore Pkwy & N Point Center E,Alpharetta,GA,30022,34.045755,-84.300856,On Zayo Network,Fiber Only,Splice Point,2.8,10084
Bldg-144278,Denver,1520 Market St,Denver,CO,80202,39.749066,-104.99888,Not on Zayo Network,Fiber Only,Office - Multi Tenant,120.32,17814.4
Bldg-144323,Denver,1621 18th St,Denver,CO,80202,39.7538923,-104.9979038,On Zayo Network,Fiber Only,Office - Multi Tenant,564.34,29330.2
Bldg-144326,Atlanta,1149 Ponce De Leon Ave NE,Atlanta,GA,30306,33.773183,-84.349458,Not on Zayo Network,Fiber Only,Office - Multi Tenant,791.21,28989.04
Bldg-144339,Denver,8000 E Belleview Ave,Englewood,CO,80111,39.6224972,-104.8952292,Build in Progress,Fiber Only,Small Cell,672.7,32581
Bldg-144746,Denver,6886 S Yosemite St,Englewood,CO,80112,39.5919473,-104.8858735,Not on Zayo Network,On-Net,Office - Multi Tenant,191.28,21007.6
Bldg-144345,Dallas,350 Highland Dr,Lewisville,TX,75067,32.991713,-96.983013,Not on Zayo Network,On-Net,Office - Single Tenant,918.57,34964.25
Bldg-144352,Atlanta,1341 Discovery Industrial Ct,Mableton,GA,30126,33.7953642,-84.5164667,Not on Zayo Network,Fiber Only,Office - Multi Tenant,52.6,11578
Bldg-144348,Atlanta,1500 Post Oak Dr,Clarkston,GA,30021,33.8222397,-84.2313904,Not on Zayo Network,On-Net,Office - Multi Tenant,126.24,13787.2
Bldg-144758,Atlanta,29 N Park Sq,Marietta,GA,30060,33.9532507,-84.5500371,Not on Zayo Network,On-Net,Retail: Sm Shopping Mall,604.34,24504.16
Bldg-144775,Dallas,12221 Merit Dr,Dallas,TX,75251,32.9144374,-96.7723426,On Zayo Network,Fiber Only,Office - Multi Tenant,71.1,16266
Bldg-144778,Dallas,111 W Spring Valley Rd,Richardson,TX,75081,32.939317,-96.739139,Not on Zayo Network,Fiber Only,Office - Multi Tenant,337.51,32250.6
Bldg-144478,Dallas,5005 N Central Expy,Dallas,TX,75205,32.872136,-96.7695275,Not on Zayo Network,On-Net,College/University,376.14,34568.4
Bldg-144495,Atlanta,609 14th St NW,Atlanta,GA,30318,33.786393,-84.407271,On Zayo Network,Fiber Only,ILA,12.35,10370.5
Bldg-144498,Atlanta,14th St & Peachtree St,Atlanta,GA,30309,33.786489,-84.383244,On Zayo Network,Fiber Only,Splice Point,45.56,11366.8
Bldg-144998,Atlanta,171 17th St NW,Atlanta,GA,30363,33.791493,-84.393656,On Zayo Network,Fiber Only,College/University,1789.74,52953.76
Bldg-145103,Atlanta,4366 Shackleford Rd,Norcross,GA,30093,33.937551,-84.151891,On Zayo Network,Fiber Only,Office - Multi Tenant,800.18,29204.32
Bldg-144522,Dallas,1400 Corporate Dr,Irving,TX,75038,32.8868053,-96.9719204,Not on Zayo Network,Fiber Only,Office - Multi Tenant,101.1,18066
Bldg-144525,Dallas,7015 Westchester Dr,Dallas,TX,75205,32.850694,-96.8070419,Not on Zayo Network,On-Net,High School,2020.1,62502.5
Bldg-144566,Denver,Santa Fe Dr & Town Center Dr,Highlands Ranch,CO,80129,39.5478588,-105.0363806,On Zayo Network,Fiber Only,Splice Point,2803.8,96514
Bldg-144567,Denver,Plaza Dr & Lucent Blvd,Littleton,CO,80129,39.5560021,-105.0078027,On Zayo Network,Fiber Only,Splice Point,32.72,13872.4
Bldg-145131,Dallas,2910 W Bend Dr,Irving,TX,75063,32.9157951,-96.9880812,Not on Zayo Network,Fiber Only,Office - Single Tenant,783.38,31584.5
Bldg-145146,Denver,8081 E Orchard Rd,Englewood,CO,80111,39.610134,-104.8963907,Not on Zayo Network,Fiber Only,Office - Multi Tenant,734.77,34443.1
Bldg-145162,Dallas,1320 S University Dr,Fort Worth,TX,76107,32.7321698,-97.363591,Not on Zayo Network,Type 2,Office - Multi Tenant,6294.95,169373.75
Bldg-145153,Dallas,700 International Pkwy,Richardson,TX,75081,32.957971,-96.7084806,Not on Zayo Network,Fiber Only,Office - Multi Tenant,273.57,28414.2
Bldg-145165,Dallas,1180 Commerce Dr,Richardson,TX,75081,32.9659218,-96.7054394,Not on Zayo Network,Type 2,Office - Multi Tenant,14.23,12853.8
Bldg-145166,Dallas,3837 Simpson Stuart Rd,Dallas,TX,75241,32.6792987,-96.7508948,Not on Zayo Network,Type 2,College/University,27072.6,688815
Bldg-145167,Dallas,1122 Jackson St,Dallas,TX,75202,32.7782388,-96.8012381,Not on Zayo Network,Type 2,Retail - Single Tenant,76.66,16599.6
Bldg-145156,Atlanta,860 Spring St NW,Atlanta,GA,30308,33.777961,-84.38898,Not on Zayo Network,Fiber Only,Hotel & Inn,485.1,24553
Bldg-145178,Dallas,1850 Westpark Dr,Grand Prairie,TX,75050,32.777687,-97.05493,Not on Zayo Network,Fiber Only,Office - Single Tenant,1838.37,57959.25
Bldg-145179,Atlanta,29 S Park Square NE,Marietta,GA,30060,33.9523029,-84.5501099,Not on Zayo Network,Fiber Only,Office - Multi Tenant,258.81,17764.3
Bldg-144620,Atlanta,3342 Peachtree Rd NE,Atlanta,GA,30326,33.8474402,-84.3698612,Not on Zayo Network,Fiber Only,Office - Multi Tenant,506.8,22163.2
Bldg-145227,Denver,4900 S Monaco St,Denver,CO,80237,39.6260444,-104.9108076,On Zayo Network,Fiber Only,Office - Single Tenant,229.38,22722.1
Bldg-144624,Denver,E 72nd Ave & Dahlia St,Denver,CO,80022,39.827052,-104.630267,On Zayo Network,Fiber Only,Splice Point,13151.07,406932.1
Bldg-144629,Dallas,1234 Lakeshore Dr,Coppell,TX,75019,32.9376783,-96.9975644,Not on Zayo Network,Fiber Only,Office - Multi Tenant,628.52,27713
Bldg-144659,Denver,14103 Denver W Pkwy,Golden,CO,80401,39.743674,-105.1608679,Not on Zayo Network,Fiber Only,Office - Single Tenant,785.55,35966.5
